ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-08-29,57.03360464607657,-211.68109553887558,269.35058609685905,57.03360464607657,57.03360464607657,-31.323240677917557,-31.323240677917557,-31.323240677917557,-5.894757079378918,-5.894757079378918,-5.894757079378918,-25.42848359853864,-25.42848359853864,-25.42848359853864,0.0,0.0,0.0,25.71036396815901
2022-08-30,57.03243247157333,-212.43911929314294,269.321473771405,57.03243247157333,57.03243247157333,-14.328140989721414,-14.328140989721414,-14.328140989721414,12.874246552401686,12.874246552401686,12.874246552401686,-27.202387542123102,-27.202387542123102,-27.202387542123102,0.0,0.0,0.0,42.70429148185192
2022-08-31,57.0312602970701,-159.7708466600424,308.4795744390162,57.0312602970701,57.0312602970701,7.728899794479397,7.728899794479397,7.728899794479397,36.233289424486294,36.233289424486294,36.233289424486294,-28.504389630006898,-28.504389630006898,-28.504389630006898,0.0,0.0,0.0,64.7601600915495
2022-09-01,57.03008812256686,-236.36456229857447,268.20307585500524,57.03008812256686,57.03008812256686,-38.95055118316004,-38.95055118316004,-38.95055118316004,-9.636861100172844,-9.636861100172844,-9.636861100172844,-29.313690082987193,-29.313690082987193,-29.313690082987193,0.0,0.0,0.0,18.07953693940682
2022-09-02,57.02891594806363,-222.39353942337937,239.11316562684848,57.02891594806363,57.02891594806363,-58.889233408656075,-58.889233408656075,-58.889233408656075,-29.26807178743286,-29.26807178743286,-29.26807178743286,-29.62116162122322,-29.62116162122322,-29.62116162122322,0.0,0.0,0.0,-1.860317460592448
2022-09-03,57.02774377356039,-201.49006431354672,273.8025572427834,57.02774377356039,57.02774377356039,-29.002067746184697,-29.002067746184697,-29.002067746184697,0.4273889274729655,0.4273889274729655,0.4273889274729655,-29.429456673657665,-29.429456673657665,-29.429456673657665,0.0,0.0,0.0,28.02567602737569
2022-09-04,57.02657159905716,-224.67918722237133,271.2924717332762,57.02657159905716,57.02657159905716,-33.488051641155785,-33.488051641155785,-33.488051641155785,-4.73523493748331,-4.73523493748331,-4.73523493748331,-28.75281670367248,-28.75281670367248,-28.75281670367248,0.0,0.0,0.0,23.53851995790137
2022-09-05,57.02539942455392,-194.46606498365404,280.45013908412676,57.02539942455392,57.02539942455392,-33.511346607452666,-33.511346607452666,-33.511346607452666,-5.894757079375253,-5.894757079375253,-5.894757079375253,-27.616589528077416,-27.616589528077416,-27.616589528077416,0.0,0.0,0.0,23.514052817101252
2022-09-06,57.02422725005068,-197.41822370818136,288.5676280023116,57.02422725005068,57.02422725005068,-13.182221565678802,-13.182221565678802,-13.182221565678802,12.874246552418652,12.874246552418652,12.874246552418652,-26.056468118097452,-26.056468118097452,-26.056468118097452,0.0,0.0,0.0,43.84200568437188
2022-09-07,57.02305507554745,-168.2776541145241,301.2846694509478,57.02305507554745,57.02305507554745,12.115817814469105,12.115817814469105,12.115817814469105,36.23328942443857,36.23328942443857,36.23328942443857,-24.11747160996946,-24.11747160996946,-24.11747160996946,0.0,0.0,0.0,69.13887289001656
