ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-01-04,48.466732,38.176363513454795,121.76129192020976,48.466732,48.466732,30.597006423124245,30.597006423124245,30.597006423124245,-4.829165624502873,-4.829165624502873,-4.829165624502873,35.42617204762712,35.42617204762712,35.42617204762712,0.0,0.0,0.0,79.06373842312425
2020-01-05,48.47933697913521,40.65438529608875,121.46002511783847,48.47933697913521,48.47933697913521,33.055847802711334,33.055847802711334,33.055847802711334,-1.7664915712550342,-1.7664915712550342,-1.7664915712550342,34.82233937396637,34.82233937396637,34.82233937396637,0.0,0.0,0.0,81.53518478184654
2020-01-06,48.49194195827042,45.35445704579836,130.17649854056108,48.49194195827042,48.49194195827042,36.99773326171043,36.99773326171043,36.99773326171043,2.8725797445755585,2.8725797445755585,2.8725797445755585,34.12515351713487,34.12515351713487,34.12515351713487,0.0,0.0,0.0,85.48967521998085
2020-01-07,48.50454693740563,43.61748095524358,129.42987863355438,48.50454693740563,48.50454693740563,38.369675565078325,38.369675565078325,38.369675565078325,5.0676279753316225,5.0676279753316225,5.0676279753316225,33.30204758974671,33.30204758974671,33.30204758974671,0.0,0.0,0.0,86.87422250248395
2020-01-09,48.52975689567605,42.030827660997666,121.07400072307932,48.52975689567605,48.52975689567605,31.68261792342986,31.68261792342986,31.68261792342986,0.5175441599990763,0.5175441599990763,0.5175441599990763,31.165073763430783,31.165073763430783,31.165073763430783,0.0,0.0,0.0,80.21237481910592
2020-01-10,48.542361874811256,36.52028023275021,117.63317053834898,48.542361874811256,48.542361874811256,28.336738327554,28.336738327554,28.336738327554,-1.4691458893607179,-1.4691458893607179,-1.4691458893607179,29.80588421691472,29.80588421691472,29.80588421691472,0.0,0.0,0.0,76.87910020236525
2020-01-11,48.55496685394647,28.447284935938576,113.31819741948637,48.55496685394647,48.55496685394647,23.40236714306779,23.40236714306779,23.40236714306779,-4.829165624498757,-4.829165624498757,-4.829165624498757,28.231532767566545,28.231532767566545,28.231532767566545,0.0,0.0,0.0,71.95733399701426
2020-01-12,48.56757183308167,32.609228925608384,113.72196111818265,48.56757183308167,48.56757183308167,24.666940196145003,24.666940196145003,24.666940196145003,-1.7664915712494802,-1.7664915712494802,-1.7664915712494802,26.433431767394485,26.433431767394485,26.433431767394485,0.0,0.0,0.0,73.23451202922668
2020-01-13,48.580176812216884,37.36139359118049,115.91113395038124,48.580176812216884,48.580176812216884,27.281922822503557,27.281922822503557,27.281922822503557,2.87257974458105,2.87257974458105,2.87257974458105,24.409343077922504,24.409343077922504,24.409343077922504,0.0,0.0,0.0,75.86209963472044
2020-01-14,48.5927817913521,33.63825740088342,118.63585461183523,48.5927817913521,48.5927817913521,27.231138939805483,27.231138939805483,27.231138939805483,5.067627975329387,5.067627975329387,5.067627975329387,22.163510964476096,22.163510964476096,22.163510964476096,0.0,0.0,0.0,75.82392073115759
2020-01-16,48.61799174962252,22.35710542487972,110.25094868167156,48.61799174962252,48.61799174962252,17.573100868409025,17.573100868409025,17.573100868409025,0.5175441599980101,0.5175441599980101,0.5175441599980101,17.055556708411014,17.055556708411014,17.055556708411014,0.0,0.0,0.0,66.19109261803155
2020-01-17,48.63059672875772,16.952298735915633,102.34986137773524,48.63059672875772,48.63059672875772,12.763905717931829,12.763905717931829,12.763905717931829,-1.4691458893473535,-1.4691458893473535,-1.4691458893473535,14.233051607279183,14.233051607279183,14.233051607279183,0.0,0.0,0.0,61.39450244668955
2020-01-18,48.64320170789293,15.766508555194237,95.56415596008308,48.64320170789293,48.64320170789293,6.43793103913009,6.43793103913009,6.43793103913009,-4.829165624508587,-4.829165624508587,-4.829165624508587,11.267096663638677,11.267096663638677,11.267096663638677,0.0,0.0,0.0,55.08113274702302
2020-01-19,48.65580668702814,13.5421732910988,97.15888786585235,48.65580668702814,48.65580668702814,6.4237786623038975,6.4237786623038975,6.4237786623038975,-1.7664915712494484,-1.7664915712494484,-1.7664915712494484,8.190270233553345,8.190270233553345,8.190270233553345,0.0,0.0,0.0,55.079585349332035
2020-01-20,48.668411666163344,12.021216933548525,96.60919287697203,48.668411666163344,48.668411666163344,7.911498858363912,7.911498858363912,7.911498858363912,2.872579744583561,2.872579744583561,2.872579744583561,5.038919113780352,5.038919113780352,5.038919113780352,0.0,0.0,0.0,56.57991052452726
2020-01-21,48.68101664529856,12.361177188327812,95.22435755990269,48.68101664529856,48.68101664529856,6.919871670485063,6.919871670485063,6.919871670485063,5.06762797532715,5.06762797532715,5.06762797532715,1.8522436951579135,1.8522436951579135,1.8522436951579135,0.0,0.0,0.0,55.60088831578363
2020-01-23,48.70622660356898,5.378959137875749,85.76161729634075,48.70622660356898,48.70622660356898,-3.9444526688743036,-3.9444526688743036,-3.9444526688743036,0.5175441599969438,0.5175441599969438,0.5175441599969438,-4.461996828871247,-4.461996828871247,-4.461996828871247,0.0,0.0,0.0,44.76177393469467
2020-01-24,48.71883158270419,-3.8087949680334288,82.66654028291974,48.71883158270419,48.71883158270419,-8.975157306735108,-8.975157306735108,-8.975157306735108,-1.4691458893551066,-1.4691458893551066,-1.4691458893551066,-7.50601141738,-7.50601141738,-7.50601141738,0.0,0.0,0.0,39.743674275969084
2020-01-25,48.731436561839395,-10.90668966813957,71.60012417455732,48.731436561839395,48.731436561839395,-15.249519507814343,-15.249519507814343,-15.249519507814343,-4.829165624504472,-4.829165624504472,-4.829165624504472,-10.420353883309868,-10.420353883309868,-10.420353883309868,0.0,0.0,0.0,33.481917054025054
2020-01-26,48.74404154097461,-8.92957918261311,76.07347361112056,48.74404154097461,48.74404154097461,-14.933422674304518,-14.933422674304518,-14.933422674304518,-1.7664915712675597,-1.7664915712675597,-1.7664915712675597,-13.166931103036958,-13.166931103036958,-13.166931103036958,0.0,0.0,0.0,33.81061886667009
2020-01-27,48.75664652010982,-6.10800549214208,75.70721958136305,48.75664652010982,48.75664652010982,-12.838304676510976,-12.838304676510976,-12.838304676510976,2.8725797445860723,2.8725797445860723,2.8725797445860723,-15.71088442109705,-15.71088442109705,-15.71088442109705,0.0,0.0,0.0,35.91834184359884
2020-01-28,48.76925149924503,-7.955733763528859,76.7085717461123,48.76925149924503,48.76925149924503,-12.95381820704734,-12.95381820704734,-12.95381820704734,5.067627975324609,5.067627975324609,5.067627975324609,-18.02144618237195,-18.02144618237195,-18.02144618237195,0.0,0.0,0.0,35.81543329219769
2020-01-30,48.794461457515446,-11.914718168902635,68.15124203328565,48.794461457515446,48.794461457515446,-21.3265731343567,-21.3265731343567,-21.3265731343567,0.5175441600015901,0.5175441600015901,0.5175441600015901,-21.84411729435829,-21.84411729435829,-21.84411729435829,0.0,0.0,0.0,27.467888323158746
2020-01-31,48.80706643665065,-17.537262509949418,64.0366907432699,48.80706643665065,48.80706643665065,-24.79032557415092,-24.79032557415092,-24.79032557415092,-1.4691458893430638,-1.4691458893430638,-1.4691458893430638,-23.321179684807852,-23.321179684807852,-23.321179684807852,0.0,0.0,0.0,24.01674086249973
2020-02-01,48.81967141578586,-22.35633456980032,60.66254099947669,48.81967141578586,48.81967141578586,-29.32469993219527,-29.32469993219527,-29.32469993219527,-4.829165624500357,-4.829165624500357,-4.829165624500357,-24.495534307694914,-24.495534307694914,-24.495534307694914,0.0,0.0,0.0,19.494971483590593
2020-02-02,48.83227639492107,-21.281457738599237,64.37015659539338,48.83227639492107,48.83227639492107,-27.13170839366486,-27.13170839366486,-27.13170839366486,-1.766491571267528,-1.766491571267528,-1.766491571267528,-25.365216822397333,-25.365216822397333,-25.365216822397333,0.0,0.0,0.0,21.700568001256208
2020-02-03,48.844881374056285,-16.727447749267192,66.92289066938228,48.844881374056285,48.844881374056285,-23.062035040322552,-23.062035040322552,-23.062035040322552,2.8725797445710173,2.8725797445710173,2.8725797445710173,-25.934614784893565,-25.934614784893565,-25.934614784893565,0.0,0.0,0.0,25.782846333733733
